Site,Aberdare,Ai.Ais,Akagera,Amboseli,Arawale,Arly.Partial,Arly.Total,Arusha,Bahr.Salamat,Bale,Bangweulu,Banhine,Bicuar,Binder.Lere,Bontioli,Boumba.Bek,Budongo,Buffalo,Bururi.Forest,Cameia,Cangandala,Chobe,Cliff.of.Bandiagara,Comoe,Daan.Viljoen,Deux.Bales,Etosha,Gambella,Gile,Gishwati,Gombe,Gonarezhou,Gorongosa,Hells.Gate,Hwange,Iona,Kabore.Tambi,Kafue,Kafue.Flats,Kakamega,Kasungu,Kgalagadi.Transfrontier,Khaudum,Kibale,Kibira,Kidepo.Valley,Kilimanjaro,Kizigo,Kourtiagou,Kruger,Lac.Tele,Lake.Manyara,Lake.Mweru,Lake.Nakuru,Lake.Rukwa,Lefini,Lengwe,Liwonde,Lolldaiga,Luando,Luengue.Luiana,Madjoari,Mago,Mahale.Mountains,Mahango,Majete,Mana.Pools,Manda,Manovo.Gounda.Saint.Floris,Mare.aux.Hippopotames,Marsabit,Masai.Mara,Matobo,Matusadona,Mavinga,Meru,Mikumi,Mocamedes,Mont.Fouari,Mount.Assirik,Mount.Elgon,Mount.Kenya,Mudumu,Mupa,Murchison.Falls,Mushandike,Mwabvi,Mweru.Wantipa,Nairobi,Namib.Naukluft,Ngorongoro,Ngotto.Forest,Niassa,Nkasa.Rupara,Nkhotakota,Nouabale.Ndoki,Nyanga.Nord,Nyika,Nyungwe,Odzala.Kokoua,Okavango.Delta,Omo,Pama,Parc.W.Niger,Quiçãma,Ruaha,Rusizi,Ruvubu,Rwenzori.Mountains,Salonga,Samburu,Selous,Serengeti,Simien.Mountains,Singou,Siniaka.Minia,Tamou,Tarangire,Tsavo,Tsoulou,Volcans,Vwaza.Marsh,W,Waterberg.Plateau,West.Lunga,Zakouma,Zinave
Bangweulu,16311.8060511972,39559.372124756,18173.1290146229,40377.8176172606,50617.6409920407,33281.125110003,35872.6504725975,12458.0414871206,34519.7671417659,21844.1995337091,0,36983.6722621083,27901.2053938502,24067.6743984809,29003.3979859463,34033.7157943312,23757.676348507,35250.871602051,23142.7326818426,9291.04300243447,17932.0579875326,30043.6391721731,51934.4135180328,21784.0446707167,38777.7886302734,18036.5144827222,48538.0857341391,40046.4353699126,14208.8462460693,23904.5772588493,13384.2249179006,26805.2011065926,16678.1801227121,14454.6285629197,31770.4197069807,56277.4817578395,36963.9748257274,10071.0015464508,15107.2882016967,19506.1081633984,8034.15485361021,90273.6528536068,50658.7343300315,21480.844142956,23129.2455946385,28163.4829063609,13100.4215211441,28872.1250466486,31825.7089350831,27996.4593329832,33949.7246639867,20209.8660472542,15384.8375489649,25042.8918441056,4299.44213827536,23066.4662086303,8804.83543375376,11233.7920876355,32128.5693431909,17204.4919599784,17522.5920248046,31825.7089350831,33627.98260063,14560.3349604204,19637.9814288027,8722.69522037386,9739.86753088283,30466.0064867311,18659.3935557648,19944.5287403442,51787.3331012068,14464.1494776429,22547.0639588148,17923.9054277065,26737.9167922166,24293.4661729259,29460.2786710858,63069.9474670767,30489.6074818506,19082.2533034543,15994.5852680723,6743.29768727,26631.9185939392,27830.0959047685,16184.5577659682,11161.6174475497,10165.2678690727,6035.81862797237,28794.4410838209,66699.061090685,28043.7772076957,34589.1882891694,18996.0511242838,22947.7451773581,13347.6152110179,34603.8877543585,29998.5356704547,14868.9186670873,22623.8129442388,24993.1619666804,25730.9977049934,35169.8403776747,41468.8773522399,37388.907795031,32043.410936475,19084.4540203593,24303.4182966896,14471.3809371952,18621.1622772897,31674.7695008694,31756.6779541327,5735.76880212105,24149.0259331709,40622.6386651026,41958.8628215428,53026.6130826878,43966.8155431252,25634.159407423,29473.8769327621,24129.2529360237,26206.674936857,10742.693107824,36674.3710889806,40467.3221277064,17520.2110124331,38974.8024787303,30273.459117235
Banhine,26468.7516533464,18617.251934787,46114.4359096968,8655.28977724066,33447.0459117243,16328.8756338017,14807.625552301,28325.2851231726,13492.0567779864,34690.0147466717,36983.6722621083,0,10975.1257801175,26181.9839111713,23630.3827409513,67958.4319975334,53253.0125952713,12351.337523419,51030.1947071105,35058.3134337408,28763.0742010342,7737.42308786716,24323.4759549269,55714.2002153389,13632.0092814623,33569.1886826145,16000.3954081627,6986.85440161615,34214.4163798469,57333.4354372166,38295.6013149221,14543.0535485974,24529.9740309438,30391.1508832398,6272.86191953186,20600.5985921806,14597.0313013127,31592.1068714574,48630.8127849785,47756.5122865016,32769.4553192602,54480.2191510794,14719.9157560948,54646.7633772416,51482.6999112757,13942.6456443341,38961.228661776,12290.5910356041,16126.9300219672,11994.966665486,67582.28979326,21802.9077156742,49066.4189779862,16901.762699014,38064.1280583451,53966.3211979778,41483.0707431869,46166.6246808072,7222.40684598507,23698.9558717655,24488.3166538657,16126.9300219672,7455.02419848452,43996.5967878405,23414.8722782613,42857.8720980332,30116.9532615681,19236.5747654482,24319.7969124053,41446.3243004378,16633.9706339806,33870.0574742763,17651.3686303771,23057.7343929556,18035.6237074796,19238.2207784993,10162.4996811223,27853.8807759357,57561.5512763766,31192.5703639853,44579.1041326556,36907.7529276719,11795.7517441108,16819.2366415815,42720.5231612503,37704.4965066138,34802.6920130582,34314.0278486394,15259.136789148,30363.1392963431,14648.925517713,68540.3683502095,23073.3063391227,20342.3300573178,26722.3391890897,67809.2318641102,59518.0093656726,32687.7944835883,54503.8202593535,58010.5129146391,12752.7433895975,6543.36792899655,9323.60625748008,12784.0377294143,16716.5560499774,22487.6041766662,51270.723671706,43142.3287450398,50376.1823278057,65169.975865821,8454.16453976349,36774.8985470135,20167.5139306965,24548.1882615532,9384.49089183378,19684.5379698124,12675.9633124688,18222.7256161656,10022.0053671726,48693.2308308913,61356.2340586454,28922.5879726919,13619.3842073178,9892.13019361037,25157.2712936001,11234.3916497128,9499.4442131723
Bicuar,17889.3530568369,19049.8698833593,38620.6064088653,16241.7195305112,36536.3103124277,10854.7979381446,10939.2278635132,19733.7292380814,12871.9717683602,30330.4968349386,27901.2053938502,10975.1257801175,0,19661.5023203712,19990.2017543861,59693.1012259154,44628.4778778087,12353.6198030638,43081.8524139983,26277.6838156309,21096.075584555,8451.42403191408,25757.0874670837,46843.6537027599,14392.5607966882,27772.3301015699,23024.3610509965,15336.1289219456,25916.812259188,48483.4853216379,31186.0884016076,5873.73612226598,16484.9992552586,21358.5023339521,6828.06417899621,29286.8349044376,12966.5440046402,22412.5424457532,40239.399925049,40623.2155086179,23789.7779676028,63462.9517460655,23920.0717239496,45854.9950287501,43359.7511845543,8600.49284816377,30629.7097688708,4611.01085935052,10527.0254336372,4794.10182995463,59299.3387779167,13097.9672030614,40495.6393113426,9390.6227098775,29219.171635966,45933.9497432775,33457.6540962575,36954.021788306,9729.03492222926,15017.8601777756,16506.777618927,10527.0254336372,11438.6512261022,35411.8569652205,14997.2667340553,34389.2666474275,20813.9831183446,12322.8347376965,17432.1121988715,35449.9756089485,25442.8573461678,26409.8380942468,9757.90595053728,14621.8282699423,11428.4430558849,11596.7259037386,3642.51500976999,36002.9227837459,49062.1688697372,24821.0554385856,36374.60375545,28378.9580141938,2303.20794859946,10167.311046446,34089.2199905347,29620.586600348,26985.1610307925,26157.1207839762,7043.71211059929,39475.0622921266,7397.2836075462,60037.8191198109,15831.8645796342,12171.5515822932,18090.0551708216,59155.143553076,51223.0142363347,24876.6369679294,46225.6659930393,48774.3617266854,3531.63419513733,11646.5468220995,16012.1484827799,12525.0605360538,11346.2030381572,13726.117217551,43405.1791294587,35203.2444696485,41325.7580213698,56602.1019925883,9562.03867398855,27694.1619465236,10899.2531584285,17739.4692135225,15680.8926546625,26659.2442565023,17620.1325100024,9754.49981379007,7609.3871740688,41783.6078268044,52539.8885518009,20031.4178741076,11100.9201211778,14223.8829882703,16344.53945866,15300.8892611425,6715.22605456545
Binder Lere,13851.2129457835,25459.9165569838,32216.8534657695,28219.5170233198,39591.3222559801,14752.1801219267,15848.7533916906,16070.8208961532,20510.1064850412,15829.102639711,24067.6743984809,26181.9839111713,19661.5023203712,0,17442.9579727103,50578.7940172832,40820.1766346912,20573.4515024393,35507.8722871546,21798.2680976427,14948.7880922063,23698.9145644605,37226.6008161866,41295.584220366,22840.5547955242,15524.4030578652,33577.3162422832,26543.6008790124,19805.862988889,43315.0167901232,27034.9445233197,20038.0442333257,17631.1174909726,19268.1419908326,23627.3920446618,37790.920779388,18996.9750051418,17835.2958796295,34023.2159533613,30867.5023213123,18929.8141372477,72079.14489032,31237.825864198,39803.8783376373,37061.6833781881,17036.5529883481,22001.2018267745,21830.2822159228,12061.3590740743,21260.6957482988,48654.291503665,16963.4216411678,31601.3568752734,19016.1209110292,25378.9709507869,34075.3536039689,25767.8188186168,32029.1379764317,26077.3817875913,11798.2744924553,10827.0609117084,12061.3590740743,25302.8582761927,31971.5343209881,10665.5847449696,28075.5186911126,17443.6349025395,11073.7666049391,10348.2564607813,26126.2193055564,35353.6743842327,21923.4226140584,17998.009224341,10892.2275816714,12781.1056421819,17426.3462463531,21132.5828088774,45887.764727891,39393.8313580234,15451.5814011139,31516.2044219633,24448.9452293626,19451.9811367597,18517.7405641979,30308.9062316242,20018.6967136673,21070.4023696846,20925.4011998454,19242.304006136,50563.6880445322,19136.1217251075,53168.183935784,11349.1072697054,18009.2031093185,15676.4940258537,49597.2782587752,42831.5721984151,17449.252748149,40471.3924778749,44199.8606822602,19582.0299729831,26048.336938032,22640.1797530868,19827.3760214122,15881.9876015204,16555.9855219517,35004.8302901469,23544.8876473922,35538.6511010327,44673.8612761314,23639.4554463732,22765.9502907861,16711.9957495586,27200.9707031608,22393.2800000003,34531.5606018514,23381.8800000006,17493.5466990789,21911.0467100809,32395.8346029731,45543.6575901228,16398.4660739427,18555.4871497729,21890.1289506179,11963.3501197871,22578.3580908837,21378.6736062643
Bontioli,21366.5435687323,20968.1319166236,35817.9539072329,26481.0206051057,30977.9182717284,13649.6447792907,15433.342459452,23555.0911352492,19843.5948346552,16672.8116204618,29003.3979859463,23630.3827409513,19990.2017543861,17442.9579727103,0,56885.4209037845,46655.3890427827,18904.0836644417,41694.625663633,25946.5537506396,19613.2556363494,22506.2136638805,30270.952285414,45397.9275075719,19388.0210910088,16236.9888042478,32578.5447036589,23933.6215244698,23299.4950590026,47368.5139773771,29923.4066077791,18663.381487458,19735.2845583109,24220.3975031516,21800.0412250471,37290.1628908773,12808.4331368656,25659.3769556017,39758.8699310136,28328.4094529088,25448.9909700264,65276.5587662195,30087.4779554401,43933.936639646,41541.214274475,18143.958125031,28734.09700581,19324.1531414863,12108.2530397397,19356.556835559,55148.147607316,19576.4413772823,37781.4685001591,16294.2835524551,30348.3044247526,39306.9397640466,30854.0638309256,37435.7958994015,22925.5461762182,20876.2553515994,21042.1794483886,12108.2530397397,22208.6019428054,35467.8884887667,19773.1994887169,33429.3789094926,24722.3938434891,14715.2113087792,20357.9963231972,23249.9608586836,34071.762268425,27327.7764248187,17596.183015852,19938.9096121921,15234.2471356058,17358.606261139,20954.5394267209,39465.4711619274,44279.2192507094,18769.010072536,35402.2982340845,27567.9012405386,19835.3147122196,16121.2923489385,34759.8422770186,26748.4405608282,26693.4609317116,27844.1760670767,17701.3051989871,46462.9197482663,17276.4161107652,58837.8603916899,19626.358507215,14917.5990415245,23848.8959679902,56086.2811612233,48228.2690475415,23419.5844247458,46383.3525356205,49419.4742228371,19599.5731763619,22815.6551631271,22050.2035094569,19831.6581177623,15581.3874319885,19508.9988989597,38025.3785052586,27799.8098374863,38986.6476765213,49728.98000972,22216.7187942242,28003.9353720403,17780.2830728139,24142.2636725518,21698.5948057532,28506.5174601801,23412.8136194048,17931.1373506527,21187.5604890507,35432.1565414118,48832.6714390884,23573.7691261867,18871.4136030105,23236.8880055409,21312.0385412833,21169.2341814807,19502.0726439796
Boumba Bek,47102.5122408205,68284.6328214873,29909.6958612305,70484.5490367624,76373.8489208333,61343.7803349849,63866.672983089,43371.7054988794,62471.3002979835,48927.4828856016,34033.7157943312,67958.4319975334,59693.1012259154,50578.7940172832,56885.4209037845,0,20772.8899360429,62050.5200746646,21375.3596705888,34842.956267217,41951.760013194,62493.0519484621,81697.1469983531,20035.9581942084,67632.4700625001,45099.8991231758,76498.0409284719,67365.9664000002,35118.139300001,20060.8671666661,32318.7187452682,58725.6054209062,45236.1916733656,40555.9932255647,64957.3177285252,84457.3336639202,65418.2113317074,40019.245549999,23289.6988705079,29884.9108876265,40077.4149817908,120095.352106688,78761.0996370371,22282.9500965625,22177.0959993857,55480.7861603554,33684.3287777784,61240.8262800699,59694.6683185178,60181.1890102784,4457.81363645829,51076.3432827477,22438.0477005418,57003.6831900211,32566.464483194,21575.9564889812,28725.3669690122,25155.1193631788,63317.5459359099,46003.2791599453,45247.8958292388,59694.6683185178,65202.3532383272,29132.6857444437,46413.6582642825,27168.1990423398,40563.5006118923,57232.0830938281,46103.8922003316,38946.3858771594,79571.9424988196,41145.7269333329,50861.6564496254,46144.9696406307,54294.528712871,55497.8970917453,60255.7963541662,92676.1314857139,19424.0040691373,41464.4024057638,29083.1660159566,35091.8721157044,57924.2784812554,51649.4432333342,29710.2726398343,33148.358417776,34381.1237474628,34985.057950595,60081.0050903347,97464.4587636055,59995.1391617351,4944.66640968267,46562.4087358982,48615.85301965,43546.4584438913,2985.86777414991,15626.0961053735,36910.5519333342,19841.8855490646,16034.591349216,57086.6398550324,66883.4213899048,69723.7328197533,64832.6740329851,60085.095518457,50820.2861238655,24888.4049286078,34298.05072177,26048.3458421761,14990.3191997116,63820.2570973661,37610.3685674935,55019.8548136046,70808.6751016244,70096.2349283953,82027.9505416658,71915.1346617285,57215.1652721451,61331.3286971064,27334.589493803,19122.5437999996,42123.0491568892,64266.696673885,68493.7231901242,44451.4737400021,67271.7885243807,60617.7149261706
Budongo,33991.2450525262,55479.1362510781,21242.7900497301,56933.2382204979,63139.8621201354,50172.2609250078,52249.8713110918,30471.6846878679,51296.7116206258,39885.9694211784,23757.676348507,53253.0125952713,44628.4778778087,40820.1766346912,46655.3890427827,20772.8899360429,0,51077.5397696442,9973.54561544669,24980.3373955119,33174.8188601306,47478.3912478115,68766.5419454803,14474.1122331447,55522.9239970964,36098.3560326256,65357.1162509139,56214.4977450917,29818.5241024017,8568.61838796688,23837.2772849865,43935.8810370512,32392.1134156941,28564.4196656468,49805.3618625412,72835.9332974757,53980.5961997832,29971.1070502471,15590.9834099005,22622.7102377655,29114.2219903212,107008.067826499,66856.2991551239,9761.31842120168,10471.2033309961,44578.3563163956,26625.1663817236,47008.500581376,48383.8611497549,45903.6566445707,20707.7614175759,37890.9839290619,19677.2498634608,43581.9836179322,24559.1912251258,14443.2962410239,22171.2220624719,17425.043641916,48504.4060465285,34892.1948885506,34978.2056390194,48383.8611497549,50880.3386448331,21868.0310580187,36746.9235846858,19767.3628050224,29190.2817182213,46519.1955517936,35887.3115146426,28994.3116290053,68253.3476336195,29499.1755916912,39629.9030437228,36024.8245478856,44094.9455510804,42070.7487216507,46190.4737674884,79803.1178994484,16682.0850331725,33422.0734974719,16560.6351388353,24278.8617911635,42935.632425362,41467.4151623577,15670.3943228861,26390.4635295545,25948.4215240496,25432.134027356,46198.2564698928,82979.5143032644,45790.3777504781,20393.3049604727,36592.524734739,36847.0375863522,31764.3989304405,20562.4690347166,15433.2209268986,31221.0688751004,6721.08994010524,13665.8559941527,42313.6443905813,52286.5757540783,58140.1638640944,54391.5055503862,49083.0063339584,37749.2000588347,15705.3129419721,28168.5215352769,13312.1646744367,17490.7444556319,49208.857087422,27865.1531978045,41404.2117951527,57893.2979189344,58456.2026117434,69476.4686936383,60392.6226705649,43061.3397289998,47003.0737955558,17777.3815168659,14256.889104156,31048.3472679243,53475.9624941777,57052.139760781,34447.2097323595,55592.3415183857,46598.8864862431
Buffalo,26406.7554821489,16397.3285622286,43357.9537578494,17275.9063702961,30522.8836069241,12489.6254599422,11900.0674417254,28015.8117219531,10977.7865556263,29607.3222716207,35250.871602051,12351.337523419,12353.6198030638,20573.4515024393,18904.0836644417,62050.5200746646,51077.5397696442,0,45809.7405984296,31825.8883663186,21409.4066763649,12691.3105052114,24899.1137315644,52727.9004655908,13002.8530516726,28211.9407529517,20813.379779021,14041.1673839752,27588.7341432176,54576.3173916049,34190.8324915578,16076.3719385467,22580.0501687664,27235.0631147151,11340.4813539454,23447.5079032751,12769.642866763,30642.4324268776,45128.4567454137,41490.9305860255,31785.5326083899,59792.1860410159,18913.9023251679,51204.3553873527,46166.3867133582,14561.3330945424,30233.509428562,14025.9685398385,12690.5751823062,14229.6002557759,59932.5099112175,22137.3700023749,42178.0280609028,17713.8574994697,36408.4972045268,45825.6936422283,36174.9654245313,43604.233323512,14001.727849383,22873.9474148964,22890.2181520548,12690.5751823062,13519.5881303619,41173.8631635738,20662.9811958795,38751.8000912615,29390.8631994945,14941.1044307237,22506.1960622207,35663.6977137236,22198.9049392929,32782.9907009854,17771.5200770475,22014.4532349513,13526.2070318395,19597.9434824828,12131.3147107545,32567.7846863176,49747.7545753341,22552.9384525424,41842.239034273,35364.7410716657,14243.31725822,11368.9553643133,39831.7231349236,30009.7171419949,31946.6583268059,33251.3527595292,15984.5936830858,37581.3635126122,16191.2413611921,64566.1319156361,21626.8781017771,16332.1894882872,26205.7855453246,60868.6748234692,52661.3412267328,26532.8398619895,51409.1455612009,55518.6362225049,14865.9143472223,14172.7962521223,11049.7308914986,10506.1245360082,11818.0723861471,22593.4812116567,42479.7350465478,35855.2421325896,46303.2607520872,57329.4029829805,13470.0378365989,34626.0251850783,19615.4724472088,23618.4913845579,10963.3667560035,23885.392284687,13245.5962603877,18071.5036007437,12839.1318217506,41555.4636292157,57367.1970713956,27969.8284277287,12029.5324724565,11296.6216294728,23634.5050346845,14237.5734597745,11078.598294611
Bururi Forest,31417.6864556211,52930.2734886614,20456.9940429055,53110.0854781638,59742.9126902062,45479.1854549346,47752.7477726251,29632.2859051352,46672.0517666165,36133.114137656,23142.7326818426,51030.1947071105,43081.8524139983,35507.8722871546,41694.625663633,21375.3596705888,9973.54561544669,45809.7405984296,0,22327.2819170158,27497.7189362265,45421.3231018976,64854.2111551356,19998.3243894378,51249.9423698821,31955.2937843002,59759.5717407369,51547.2035610159,24733.4499951174,11585.6121261049,18455.5793109616,42618.9553261033,30640.33679917,28212.3711563254,47827.5182149768,67475.3040897191,48961.0102190655,28742.3760414259,15292.6217432998,19824.6348923838,27125.2094270503,102929.706723375,61692.9174467082,13067.5910159605,8439.13134371482,38937.2481787562,21083.1738363856,44557.8223427718,43834.7434873337,44034.5892674063,21376.381413549,36012.2992786259,16403.2881352638,42409.7572481203,23987.5819254188,14924.7418155692,15919.0114379088,17450.8069017926,46544.4823877257,32112.4482019027,31095.0374912631,43834.7434873337,49023.167300713,20396.5291397534,32966.7631680124,15691.319162647,29424.7753131852,42370.1730772353,32024.9470046819,26045.7767164866,62664.6088830893,29111.0041330258,36093.6751136436,32288.930984695,39362.4841586426,40466.7855783253,43202.8670417309,75530.9973743612,16822.7278350212,28442.9515636651,22009.4517256731,23386.6206637119,41641.0818162308,35882.5400507115,18123.9844778707,22254.5992715921,22824.9586741929,24755.9914933487,43853.7248996178,79932.7548850418,43725.9794285425,21689.7834350386,32344.3624574586,33144.5511959759,30501.4929198342,20816.1372848665,16169.377953744,25338.0455454062,8696.86189665768,17096.2563533,40686.3016163614,50000.4828042649,53374.8869031137,48817.0990582041,44216.7362004767,35635.8894139032,10666.8016423361,21753.1452536908,14145.1836258021,19192.3563286859,46874.2939135547,26138.3942344966,39968.9878530229,54569.4886114645,53666.1000138834,64852.6141034704,55574.8589006363,41590.2450619961,45228.0075525638,14727.0385671959,15837.1527964628,28885.2646423891,48456.7802095028,51436.4966829002,30930.418012834,50630.7505871283,43973.9562362057
Cameia,15433.8063873518,38170.2479706154,19012.8350563818,37225.7276622,46930.3405431083,31030.0221900825,33389.6653086623,12723.2843074256,31838.5671803058,21125.7242569865,9291.04300243447,35058.3134337408,26277.6838156309,21798.2680976427,25946.5537506396,34842.956267217,24980.3373955119,31825.8883663186,22327.2819170158,0,12688.4001067492,29150.6697522837,49560.885820607,24207.8001146726,36739.9379071973,18421.2992104502,45847.9786281852,37350.0680137748,9735.18576446333,26370.5189784208,10971.0749087674,25792.0868048154,13414.6787170351,10432.177907049,31616.6810856968,53726.5523765409,34698.0045400299,10378.4692412767,15709.8834299786,18758.548445529,7959.84954549066,88407.2951461535,47813.6545939185,22679.1012477243,21906.5785353852,24733.5977005801,12184.5152509477,28651.6138313661,28785.9450321391,27554.9067055413,34733.9693354707,18601.3664537473,16495.7965178253,23966.0314490831,10867.5265457826,23778.1315013767,9876.52338890633,13871.3270534637,29787.9616150178,14362.9970232632,15036.1314579711,28785.9450321391,32356.5786035503,16604.1555555566,18218.0691218251,10359.9396353365,9972.93097024935,27868.0074155691,16932.5885221056,18948.7852368378,49005.6003592224,15647.5071121327,19632.2271565914,15054.6570377732,24269.3882299242,23535.7029937363,26892.5623258386,61192.4508286953,29297.092564534,15920.3947926836,17028.4399275178,10770.612438116,24911.5197697069,22419.8107550962,16186.0832233708,8392.76033539863,4123.20205134969,6216.17847172465,27226.4648219963,64030.3378106907,27376.6901209509,35048.9576417104,17088.9497113959,17129.5589847907,10761.4793176671,34678.8533295808,29134.9718135071,9760.23362258993,22324.3428314044,26553.4789522399,24081.573839541,33700.3511753902,38970.0605438219,34516.0409567977,30259.4198553718,18996.6753359578,22033.2431581881,14474.1680353164,20290.2119289366,32572.075544967,30579.555868362,9479.23039026551,23071.7126480009,39318.8908246943,39497.9331017239,50729.1255974514,40968.9435302511,24591.8693027751,28883.8321584811,22973.1919869143,28892.2247641876,10595.1365441517,33861.7485051223,37580.8830410164,15187.7410296105,36819.9357196965,27001.5791322316
Cangandala,14625.1822781036,31235.1827149342,25293.9010162378,31293.2889660496,39654.3338758688,22224.5102193818,23759.6446523743,13607.3372832228,23984.0693927549,16301.0809782834,17932.0579875326,28763.0742010342,21096.075584555,14948.7880922063,19613.2556363494,41951.760013194,33174.8188601306,21409.4066763649,27497.7189362265,12688.4001067492,0,24745.8355835195,41131.4304912555,33264.7624671207,28014.5327256948,15021.1398423069,35022.8185763882,28694.5978013894,8283.21510555523,35769.5102430571,16711.3766557353,21545.8528487634,14260.6109026134,11055.8454665005,25288.6349449842,43071.6278847427,25190.8954127314,14508.4211284728,25379.6196148406,24673.2532942826,14681.3531364721,79008.4371635909,37752.5235590281,32103.6447044164,28152.2045141895,18866.45329707,13424.6423611118,22969.9672205684,20646.6623688272,22420.6928864718,39836.5505642356,18753.405069987,22557.5370942821,19712.7266025089,19344.2166586617,28497.8336238819,17189.3517607407,24605.6571005088,25690.9180167467,9744.19566615175,12131.0279228657,20646.6623688272,27978.490083421,23455.2850173621,12862.3454140235,19703.7499483925,12769.2106388801,20820.8594155091,13571.2645481974,21017.2222704484,39321.6184939223,19982.2578800818,17886.4015194212,10670.8994458531,16564.3574490883,20962.5091326331,22584.4727359689,51794.0340734841,33135.3582002314,9351.41812456027,25011.6017056708,17947.7277628713,20682.5741033302,13964.0794576388,23195.3329648905,13196.6955129111,12758.082283093,15700.1264349487,22854.1213049592,57117.2949883074,22889.3206977316,44961.1466165608,12918.6891154061,13385.4434818275,10694.0570920867,41255.32166086,34563.283945094,7471.84111388921,32806.2965118335,36277.6655268937,21127.389135359,28308.3913211282,29125.1905632719,23354.7940538182,21625.0224259651,17432.4695205658,24857.9898819833,20331.0182823129,28180.2647105302,38773.3662208549,25713.3018117699,18092.9764154327,19982.3265206918,32897.6442675313,28927.0614158951,41537.9407638889,31205.5775540119,21100.8603016263,24093.7690563981,27513.397978364,37931.7293701379,11931.9689268033,24470.1561353918,27945.0854456023,13035.3292487747,28197.9631614444,22607.2718777262
